timestamp,machine_id,algo,approach,n,nprocs,nthreads,repetitions,time_sec,time_min,time_max,time_mean,gflops_gemm_eq,passed,speedup_vs_naive,note
2025-12-12T13:35:35Z,kiet,naive,mpi,128,1,1,1,0.001127,0.001127,0.001127,0.001127,3.7210,true,0.0000,report sweep
2025-12-12T13:35:35Z,kiet,naive,mpi,256,1,1,1,0.011027,0.011027,0.011027,0.011027,3.0430,true,0.0000,report sweep
2025-12-12T13:35:35Z,kiet,naive,mpi,512,1,1,1,0.117179,0.117179,0.117179,0.117179,2.2908,true,0.0000,report sweep
2025-12-12T13:35:39Z,kiet,naive,mpi,1024,1,1,1,0.974397,0.974397,0.974397,0.974397,2.2039,true,0.0000,report sweep
2025-12-12T13:38:01Z,kiet,naive,mpi,2048,1,1,1,35.426647,35.426647,35.426647,35.426647,0.4849,true,0.0000,report sweep
2025-12-12T13:38:01Z,kiet,strassen,mpi,128,1,1,1,0.000797,0.000797,0.000797,0.000797,5.2646,true,0.0000,report sweep
2025-12-12T13:38:01Z,kiet,strassen,mpi,256,1,1,1,0.006115,0.006115,0.006115,0.006115,5.4876,true,0.0000,report sweep
2025-12-12T13:38:01Z,kiet,strassen,mpi,512,1,1,1,0.039664,0.039664,0.039664,0.039664,6.7678,true,0.0000,report sweep
2025-12-12T13:38:03Z,kiet,strassen,mpi,1024,1,1,1,0.278145,0.278145,0.278145,0.278145,7.7207,true,0.0000,report sweep
2025-12-12T13:38:43Z,kiet,strassen,mpi,2048,1,1,1,1.947530,1.947530,1.947530,1.947530,8.8214,true,0.0000,report sweep
2025-12-12T13:38:43Z,kiet,proposed,mpi,128,1,1,1,0.000922,0.000922,0.000922,0.000922,4.5496,true,0.0000,report sweep
2025-12-12T13:38:43Z,kiet,proposed,mpi,256,1,1,1,0.007048,0.007048,0.007048,0.007048,4.7609,true,0.0000,report sweep
2025-12-12T13:38:43Z,kiet,proposed,mpi,512,1,1,1,0.059504,0.059504,0.059504,0.059504,4.5112,true,0.0000,report sweep
2025-12-12T13:38:46Z,kiet,proposed,mpi,1024,1,1,1,0.460682,0.460682,0.460682,0.460682,4.6615,true,0.0000,report sweep
2025-12-12T13:39:28Z,kiet,proposed,mpi,2048,1,1,1,3.448363,3.448363,3.448363,3.448363,4.9820,true,0.0000,report sweep
2025-12-12T13:39:28Z,kiet,naive,mpi,128,2,1,1,0.000547,0.000547,0.000547,0.000547,7.6632,true,0.0000,report sweep
2025-12-12T13:39:28Z,kiet,naive,mpi,256,2,1,1,0.005724,0.005724,0.005724,0.005724,5.8617,true,0.0000,report sweep
2025-12-12T13:39:29Z,kiet,naive,mpi,512,2,1,1,0.059582,0.059582,0.059582,0.059582,4.5053,true,0.0000,report sweep
2025-12-12T13:39:31Z,kiet,naive,mpi,1024,2,1,1,0.575716,0.575716,0.575716,0.575716,3.7301,true,0.0000,report sweep
2025-12-12T13:41:04Z,kiet,naive,mpi,2048,2,1,1,19.410247,19.410247,19.410247,19.410247,0.8851,true,0.0000,report sweep
2025-12-12T13:41:04Z,kiet,strassen,mpi,128,2,1,1,0.000916,0.000916,0.000916,0.000916,4.5802,true,0.0000,report sweep
2025-12-12T13:41:04Z,kiet,strassen,mpi,256,2,1,1,0.006101,0.006101,0.006101,0.006101,5.4995,true,0.0000,report sweep
2025-12-12T13:41:04Z,kiet,strassen,mpi,512,2,1,1,0.041573,0.041573,0.041573,0.041573,6.4570,true,0.0000,report sweep
2025-12-12T13:41:06Z,kiet,strassen,mpi,1024,2,1,1,0.284181,0.284181,0.284181,0.284181,7.5567,true,0.0000,report sweep
2025-12-12T13:41:44Z,kiet,strassen,mpi,2048,2,1,1,1.966295,1.966295,1.966295,1.966295,8.7372,true,0.0000,report sweep
2025-12-12T13:41:44Z,kiet,proposed,mpi,128,2,1,1,0.000463,0.000463,0.000463,0.000463,9.0573,true,0.0000,report sweep
2025-12-12T13:41:44Z,kiet,proposed,mpi,256,2,1,1,0.003954,0.003954,0.003954,0.003954,8.4858,true,0.0000,report sweep
2025-12-12T13:41:45Z,kiet,proposed,mpi,512,2,1,1,0.030075,0.030075,0.030075,0.030075,8.9255,true,0.0000,report sweep
2025-12-12T13:41:46Z,kiet,proposed,mpi,1024,2,1,1,0.230891,0.230891,0.230891,0.230891,9.3009,true,0.0000,report sweep
2025-12-12T13:42:27Z,kiet,proposed,mpi,2048,2,1,1,1.800979,1.800979,1.800979,1.800979,9.5392,true,0.0000,report sweep
2025-12-12T13:42:27Z,kiet,naive,mpi,128,4,1,1,0.000515,0.000515,0.000515,0.000515,8.1436,true,0.0000,report sweep
2025-12-12T13:42:27Z,kiet,naive,mpi,256,4,1,1,0.003037,0.003037,0.003037,0.003037,11.0502,true,0.0000,report sweep
2025-12-12T13:42:27Z,kiet,naive,mpi,512,4,1,1,0.034882,0.034882,0.034882,0.034882,7.6956,true,0.0000,report sweep
2025-12-12T13:42:30Z,kiet,naive,mpi,1024,4,1,1,0.482583,0.482583,0.482583,0.482583,4.4500,true,0.0000,report sweep
2025-12-12T13:43:37Z,kiet,naive,mpi,2048,4,1,1,10.647011,10.647011,10.647011,10.647011,1.6136,true,0.0000,report sweep
2025-12-12T13:43:37Z,kiet,strassen,mpi,128,4,1,1,0.000915,0.000915,0.000915,0.000915,4.5833,true,0.0000,report sweep
2025-12-12T13:43:37Z,kiet,strassen,mpi,256,4,1,1,0.006629,0.006629,0.006629,0.006629,5.0619,true,0.0000,report sweep
2025-12-12T13:43:38Z,kiet,strassen,mpi,512,4,1,1,0.043051,0.043051,0.043051,0.043051,6.2352,true,0.0000,report sweep
2025-12-12T13:43:40Z,kiet,strassen,mpi,1024,4,1,1,0.298305,0.298305,0.298305,0.298305,7.1990,true,0.0000,report sweep
2025-12-12T13:44:20Z,kiet,strassen,mpi,2048,4,1,1,2.024141,2.024141,2.024141,2.024141,8.4875,true,0.0000,report sweep
2025-12-12T13:44:20Z,kiet,proposed,mpi,128,4,1,1,0.000337,0.000337,0.000337,0.000337,12.4491,true,0.0000,report sweep
2025-12-12T13:44:20Z,kiet,proposed,mpi,256,4,1,1,0.002399,0.002399,0.002399,0.002399,13.9842,true,0.0000,report sweep
2025-12-12T13:44:20Z,kiet,proposed,mpi,512,4,1,1,0.017291,0.017291,0.017291,0.017291,15.5246,true,0.0000,report sweep
2025-12-12T13:44:22Z,kiet,proposed,mpi,1024,4,1,1,0.138124,0.138124,0.138124,0.138124,15.5475,true,0.0000,report sweep
2025-12-12T13:44:59Z,kiet,proposed,mpi,2048,4,1,1,0.974748,0.974748,0.974748,0.974748,17.6249,true,0.0000,report sweep
2025-12-12T13:44:59Z,kiet,naive,mpi,128,8,1,1,0.000251,0.000251,0.000251,0.000251,16.6854,true,0.0000,report sweep
2025-12-12T13:44:59Z,kiet,naive,mpi,256,8,1,1,0.002312,0.002312,0.002312,0.002312,14.5110,true,0.0000,report sweep
2025-12-12T13:45:00Z,kiet,naive,mpi,512,8,1,1,0.022614,0.022614,0.022614,0.022614,11.8704,true,0.0000,report sweep
2025-12-12T13:45:02Z,kiet,naive,mpi,1024,8,1,1,0.256259,0.256259,0.256259,0.256259,8.3801,true,0.0000,report sweep
2025-12-12T13:46:00Z,kiet,naive,mpi,2048,8,1,1,5.947595,5.947595,5.947595,5.947595,2.8885,true,0.0000,report sweep
2025-12-12T13:46:00Z,kiet,strassen,mpi,128,8,1,1,0.001065,0.001065,0.001065,0.001065,3.9366,true,0.0000,report sweep
2025-12-12T13:46:00Z,kiet,strassen,mpi,256,8,1,1,0.007148,0.007148,0.007148,0.007148,4.6941,true,0.0000,report sweep
2025-12-12T13:46:00Z,kiet,strassen,mpi,512,8,1,1,0.048226,0.048226,0.048226,0.048226,5.5662,true,0.0000,report sweep
2025-12-12T13:46:03Z,kiet,strassen,mpi,1024,8,1,1,0.315468,0.315468,0.315468,0.315468,6.8073,true,0.0000,report sweep
2025-12-12T13:46:50Z,kiet,strassen,mpi,2048,8,1,1,2.362082,2.362082,2.362082,2.362082,7.2732,true,0.0000,report sweep
2025-12-12T13:46:50Z,kiet,proposed,mpi,128,8,1,1,0.000330,0.000330,0.000330,0.000330,12.7196,true,0.0000,report sweep
2025-12-12T13:46:50Z,kiet,proposed,mpi,256,8,1,1,0.002030,0.002030,0.002030,0.002030,16.5296,true,0.0000,report sweep
2025-12-12T13:46:50Z,kiet,proposed,mpi,512,8,1,1,0.011749,0.011749,0.011749,0.011749,22.8472,true,0.0000,report sweep
2025-12-12T13:46:52Z,kiet,proposed,mpi,1024,8,1,1,0.081116,0.081116,0.081116,0.081116,26.4741,true,0.0000,report sweep
2025-12-12T13:47:34Z,kiet,proposed,mpi,2048,8,1,1,0.580296,0.580296,0.580296,0.580296,29.6054,true,0.0000,report sweep
2025-12-12T18:48:19Z,MPI-node16,naive,mpi,128,1,1,1,0.001987,0.001987,0.001987,0.001987,2.1104,true,0.0000,report sweep
2025-12-12T18:48:19Z,MPI-node16,naive,mpi,256,1,1,1,0.033148,0.033148,0.033148,0.033148,1.0123,true,0.0000,report sweep
2025-12-12T18:48:20Z,MPI-node16,naive,mpi,512,1,1,1,0.266219,0.266219,0.266219,0.266219,1.0083,true,0.0000,report sweep
